""	"DMRT1"	"DKK1"	"WNT4"	"SRY"	"NR0B1"	"RSPO1"	"NR5A1"	"SOX9"	"CTNNB1"	"WT1pKTS"	"FGF9"	"DHH"	"PGD2"	"FOXL2"	"AMH"	"CBX2"	"UGR"	"GATA4"	"WT1mKTS"
"E1724_617"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E223_739"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1087_617"	0	0	2	0	1	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1090_759"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	1	2
"E933_587"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E364_58"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E850_460"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E444_780"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1088_486"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	1
"E1271_671"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1256_578"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1657_758"	0	0	2	0	1	2	0	0	1	0	0	0	0	1	0	0	0	1	2
"E1161_413"	2	2	0	2	2	0	2	1	0	2	0	0	0	0	0	0	0	1	1
"E1458_410"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E273_697"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E346_766"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1227_349"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1219_548"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1943_80"	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	2	1	2	2
"E1993_720"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1305_81"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	1	2	2
"E1254_772"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E227_236"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E904_4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"E1393_226"	2	1	2	2	2	2	0	0	0	2	0	0	0	0	0	2	0	2	2
"E1352_653"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E394_385"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E932_95"	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	2	0	2	1
"E1660_205"	0	0	2	0	2	2	0	0	1	2	0	0	0	0	0	0	0	1	2
"E1372_21"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1910_752"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E295_134"	0	0	2	1	0	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E180_441"	2	2	0	2	0	0	2	2	0	1	2	2	1	0	1	0	0	2	2
"E292_248"	0	0	2	1	2	0	2	0	0	2	0	0	0	0	0	0	0	1	2
"E1348_167"	0	0	2	1	2	0	2	0	0	2	0	0	0	0	0	0	0	2	2
"E1862_194"	0	0	2	2	2	0	1	0	0	2	0	0	0	0	0	2	0	2	2
"E1461_456"	0	0	1	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E806_190"	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	2	0	2	2
"E1186_350"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1023_753"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1003_304"	2	2	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	2	2
"E446_81"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	1	2	2
"E1012_19"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	1	1
"E461_403"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1906_689"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1180_172"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E492_80"	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	2	1	1	2
"E329_514"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E89_430"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E714_140"	0	0	2	0	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E527_368"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1036_671"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1239_546"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E959_548"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	1
"E962_359"	2	2	0	2	2	0	1	1	0	2	0	0	0	0	0	0	0	2	2
"E1195_62"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	1	2
"E206_416"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E1466_442"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E290_408"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1067_164"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1550_448"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	1
"E1079_731"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	1	2
"E497_792"	2	2	0	2	0	0	2	1	0	2	2	2	1	0	1	0	0	2	2
"E1866_579"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1757_183"	0	0	2	2	2	2	2	0	1	2	0	0	0	0	0	2	0	2	2
"E1504_515"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E918_466"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E781_565"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E946_752"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	1	2
"E529_246"	0	0	2	0	2	2	0	0	1	2	0	0	0	0	0	0	0	2	2
"E271_499"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E948_417"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E621_274"	0	0	2	0	2	2	0	0	1	1	0	0	0	0	0	0	0	2	2
"E1583_163"	0	0	2	2	2	1	2	0	1	2	0	0	0	0	0	0	0	2	2
"E196_7"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	1
"E1316_507"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E752_198"	0	0	2	2	2	2	2	0	1	1	0	0	0	0	0	1	0	2	2
"E579_549"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E270_792"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1172_555"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1252_2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"E1743_29"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	1	2
"E603_570"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E1779_494"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1127_662"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E746_483"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1967_84"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E541_698"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E261_246"	0	0	2	0	2	0	0	0	1	2	0	0	0	0	0	0	0	2	2
"E386_298"	2	2	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1837_139"	0	0	2	1	1	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1770_509"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E786_751"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1600_591"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1961_794"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1972_637"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1368_178"	0	0	2	2	2	1	2	0	0	2	0	0	0	0	0	0	0	2	2
"E1022_58"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1731_512"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E550_316"	2	2	0	2	2	0	2	1	0	2	0	0	0	0	0	0	0	1	2
"E1431_172"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E979_281"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E375_262"	0	0	2	0	2	2	0	0	1	1	0	0	0	0	0	0	0	2	2
"E385_351"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1513_486"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1096_157"	0	0	2	0	2	2	2	0	1	2	0	0	0	0	0	0	0	2	2
"E435_204"	0	0	2	0	2	2	0	0	1	2	0	0	0	0	0	0	0	2	2
"E1931_713"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1412_175"	0	0	2	1	2	1	1	0	0	2	0	0	0	0	0	2	0	2	2
"E1074_38"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1069_676"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1937_227"	0	0	2	0	2	2	2	0	1	0	0	0	0	0	0	2	0	2	2
"E486_677"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1750_83"	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	2	2
"E950_643"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1703_191"	0	1	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1868_566"	2	2	0	2	0	0	2	2	0	1	2	2	1	0	1	0	0	2	2
"E975_571"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1672_617"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E570_686"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	1	2
"E1803_32"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1433_742"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1423_363"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	1	2
"E758_226"	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	1	2
"E838_399"	2	2	0	2	2	0	2	1	0	2	0	0	0	0	0	0	0	2	2
"E380_438"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1962_154"	0	0	2	2	2	0	1	0	0	2	0	0	0	0	0	2	0	2	2
"E245_303"	2	1	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E870_282"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1984_745"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E770_316"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1635_528"	0	0	2	0	1	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1443_788"	2	1	0	1	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E761_82"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	1
"E744_557"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1455_254"	2	2	2	2	2	2	0	0	0	1	0	0	0	0	0	0	0	2	2
"E1482_350"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	1
"E259_162"	0	0	1	1	1	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1623_287"	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1735_98"	0	0	2	0	2	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1807_247"	0	2	2	1	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1844_100"	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E452_342"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E1793_701"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E368_165"	0	0	1	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1648_635"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E275_223"	0	0	2	0	2	2	0	0	1	2	0	0	0	0	0	0	0	2	2
"E506_243"	0	0	2	0	2	2	0	0	1	2	0	0	0	0	0	0	0	2	2
"E736_711"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E697_146"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E679_782"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1270_280"	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1533_612"	2	2	0	2	0	0	2	1	0	2	2	2	1	0	1	0	0	2	2
"E1257_558"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	1	2
"E1796_93"	0	0	2	1	0	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E968_96"	0	0	1	0	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E976_448"	2	2	0	2	1	0	2	2	0	2	0	0	0	0	1	0	0	2	2
"E964_387"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1323_772"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1810_166"	0	0	2	1	2	0	2	0	0	2	0	0	0	0	0	0	0	2	2
"E1038_676"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E802_333"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E210_362"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E404_42"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1587_23"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1751_481"	2	2	0	2	2	0	2	2	0	2	0	1	0	0	0	0	0	2	2
"E855_691"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E545_427"	0	0	1	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E149_108"	0	0	2	1	0	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E253_602"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E858_236"	0	0	2	0	2	2	2	0	1	1	0	0	0	0	0	0	0	2	2
"E939_160"	0	0	2	0	2	1	2	0	0	2	0	0	0	0	0	0	0	1	2
"E485_695"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1747_68"	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E978_453"	2	2	0	2	2	0	2	2	0	2	1	1	1	0	0	0	0	2	2
"E491_179"	0	0	2	2	2	2	2	0	1	2	0	0	0	0	0	0	0	2	2
"E217_616"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E176_265"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E705_616"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E174_539"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1897_385"	2	2	0	2	0	0	2	2	0	2	0	1	0	0	1	0	0	2	2
"E1946_376"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E412_507"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1152_173"	0	0	2	2	1	0	2	0	0	2	0	0	0	0	0	1	0	2	2
"E143_20"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	1	2
"E231_58"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E963_650"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1850_154"	0	0	2	2	0	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E427_83"	0	0	2	0	2	0	2	0	0	1	0	0	0	0	0	2	0	2	2
"E251_697"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1084_710"	2	2	0	2	0	0	2	2	0	1	2	2	1	0	1	0	0	2	2
"E1563_187"	0	0	2	0	1	2	0	0	1	2	0	0	0	0	0	0	0	2	2
"E1448_382"	0	0	2	0	1	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E43_599"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E684_214"	0	0	2	0	2	2	0	0	1	2	0	0	0	0	0	0	0	2	2
"E1010_796"	2	2	0	2	0	0	2	1	0	2	2	2	1	0	1	0	0	2	1
"E489_787"	0	0	2	0	2	1	0	0	1	0	0	0	0	1	0	0	0	2	2
"E897_304"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E618_676"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E953_574"	2	2	0	2	0	0	2	2	0	1	2	2	1	0	1	0	0	1	2
"E1620_150"	0	0	2	2	2	1	2	0	1	2	0	0	0	0	0	1	0	2	2
"E1708_221"	0	0	2	2	2	2	2	0	1	2	0	0	0	0	0	0	0	2	2
"E1869_760"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1334_674"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E153_107"	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E331_380"	2	2	0	2	2	0	2	1	0	2	0	0	0	0	0	0	0	1	2
"E1742_586"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1031_350"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1266_59"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1515_555"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E517_756"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1746_555"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	1	2
"E1806_549"	2	2	0	2	0	0	2	1	0	2	2	2	1	0	1	0	0	2	2
"E539_303"	2	2	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	1	2
"E694_283"	0	0	2	0	1	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E359_79"	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1911_449"	2	2	0	2	0	0	2	2	0	2	1	2	1	0	1	0	0	2	2
"E1729_505"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E336_461"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E501_344"	2	2	0	2	2	0	1	1	0	2	0	0	0	0	0	0	0	2	2
"E302_418"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1281_188"	0	0	1	0	2	1	0	0	1	2	0	0	0	0	0	0	0	2	2
"E526_36"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	1	2
"E595_773"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E477_273"	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E104_492"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1522_641"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1237_611"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E828_238"	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1915_35"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1642_9"	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	2	1	1
"E240_625"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	1	2
"E1085_385"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1104_417"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1674_68"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1138_378"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E842_174"	2	0	2	2	2	0	2	0	0	2	0	0	0	0	0	0	0	2	2
"E573_743"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	1	1
"E80_589"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1926_730"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1551_389"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1095_651"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E315_133"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E774_527"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1903_322"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1029_777"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E803_793"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1895_532"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E191_659"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1711_298"	1	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E281_319"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1404_21"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1367_436"	2	2	0	2	0	0	2	2	0	2	1	2	1	0	1	0	0	2	2
"E1187_12"	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	2	1	2
"E1066_273"	0	0	2	0	2	2	0	0	1	0	0	0	0	0	0	0	0	2	2
"E1241_558"	2	2	0	2	1	0	2	1	0	2	2	2	1	0	1	0	0	2	2
"E1489_621"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	1
"E390_27"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1988_780"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E205_320"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1704_243"	2	2	2	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E398_536"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1274_575"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1559_793"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	1	2
"E1197_519"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E983_28"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1232_48"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E674_422"	2	2	0	2	1	0	2	2	0	1	0	0	0	0	0	0	0	1	2
"E1338_300"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1467_165"	0	0	2	2	2	0	1	0	0	1	0	0	0	0	0	2	0	2	2
"E50_443"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E807_724"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	1	2
"E177_376"	2	2	0	2	2	0	2	2	0	2	0	0	0	0	0	0	0	2	2
"E1018_646"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E1243_564"	2	2	0	2	0	0	2	2	0	2	1	2	1	0	1	0	0	2	2
"E971_547"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1501_202"	2	2	2	2	2	2	0	0	0	2	0	0	0	0	0	0	0	2	2
"E90_198"	0	0	2	2	2	2	1	0	1	1	0	0	0	0	0	0	0	2	2
"E1706_21"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	2	2
"E1638_374"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1861_365"	2	2	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	2	2
"E1130_149"	0	0	2	2	2	0	2	0	0	2	0	0	0	0	0	2	0	2	2
"E1718_625"	0	0	2	0	2	2	0	0	1	0	0	0	0	1	0	0	0	2	2
"E321_687"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	1	1
"E739_463"	2	2	0	1	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
"E1439_651"	2	2	0	2	0	0	2	2	0	2	2	2	1	0	1	0	0	2	2
